Article Link,Article Name,DateTime,Site Name
https://news.google.com/articles/CBMifWh0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvbWljcm9zb2Z0LWltcG9zZXMtbmV3LWNsaW1hdGUtcmVxdWlyZW1lbnQtb24tc3VwcGxpZXJzLWluLWVmZm9ydC10by1sb3dlci1pdHMtZW1pc3Npb25zLTMyMTY5OTUz0gEA?hl=en-GB&gl=GB&ceid=GB%3Aen,Microsoft Imposes New Energy Requirement on Suppliers in Effort to Reduce Its Climate Impact,2024-05-15 07:00:00,wsj
https://news.google.com/articles/CBMiV2h0dHBzOi8vd3d3Lndzai5jb20vdGVjaC9naG9zdC1vZi1taWNyb3NvZnQtc3RhbGtzLWFwcGxlLWFzLWRvai10YWtlcy1pdHMtc2hvdC0xZjJiZTY4NNIBAA?hl=en-GB&gl=GB&ceid=GB%3Aen,Ghost of Microsoft Stalks Apple as DOJ Takes Its Shot,2024-03-23 07:00:00,wsj
https://news.google.com/articles/CBMiX2h0dHBzOi8vd3d3Lndzai5jb20vdGVjaC9taWNyb3NvZnRzLWFjdGl2aXNpb24tZGVhbC1nZXRzLWdyZWVuLWxpZ2h0LWZyb20tdWstcmVndWxhdG9yLThjZTY1OWNi0gEA?hl=en-GB&gl=GB&ceid=GB%3Aen,Microsoft's Activision Deal Gets Green Light From UK Regulator,2023-10-13 07:00:00,wsj
https://news.google.com/articles/CBMiTmh0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvaWJtLW1pY3Jvc29mdC1hbmQtYmlnLXRlY2gtYW50aXRydXN0LWZvbGx5LTc5YTE2Y9IBAA?hl=en-GB&gl=GB&ceid=GB%3Aen,"Opinion | IBM, Microsoft and Big Tech Antitrust Folly",2023-10-20 07:00:00,wsj
https://news.google.com/articles/CBMiSGh0dHBzOi8vd3d3Lndzai5jb20vbGl2ZWNvdmVyYWdlL3N0b2NrLW1hcmtldC10b2RheS1kb3ctam9uZXMtMTEtMjAtMjAyM9IBAA?hl=en-GB&gl=GB&ceid=GB%3Aen,"Stock Market News, Nov. 20, 2023: Microsoft Stock Sets Record High; OpenAI in Turmoil After Sam Altman's Ouster",2023-11-20 08:00:00,wsj
https://news.google.com/articles/CBMiaGh0dHBzOi8vd3d3Lndzai5jb20vdGVjaC9taWNyb3NvZnRzLW5leHQtYWN0LWJlbmRpbmctdGhlLXZpZGVvZ2FtZS1idXNpbmVzcy13aXRob3V0LWJyZWFraW5nLWl0LTI3NGZhMDkz0gEA?hl=en-GB&gl=GB&ceid=GB%3Aen,Microsoft's Next Act: Bending the Videogame Business Without Breaking It,2023-11-11 08:00:00,wsj
https://news.google.com/articles/CBMihwFodHRwczovL3d3dy53c2ouY29tL2xpdmVjb3ZlcmFnZS9zdG9jay1tYXJrZXQtdG9kYXktZWFybmluZ3MtMDQtMjYtMjAyNC9jYXJkL21pY3Jvc29mdC1zdG9jay1yaXNlcy1saWZ0aW5nLXRoZS1kb3ctdW1mV3NpckVCTk1SaWU2TWRIdknSAQA?hl=en-GB&gl=GB&ceid=GB%3Aen,"Microsoft Stock Rises, Lifting the Dow",2024-04-26 07:00:00,wsj
https://news.google.com/articles/CBMiZWh0dHBzOi8vd3d3Lndzai5jb20vdGVjaC9haS9taWNyb3NvZnQtYmluZy1zZWFyY2gtYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtZ29vZ2xlLWNvbXBldGl0aW9uLTZlNTFlYzA00gEA?hl=en-GB&gl=GB&ceid=GB%3Aen,Even AI Hasn't Helped Microsoft's Bing Chip Away at Google's Search Dominance,2023-08-17 07:00:00,wsj
https://news.google.com/articles/CBMiVWh0dHBzOi8vd3d3Lndzai5jb20vYnVzaW5lc3MvZWFybmluZ3MvbWljcm9zb2Z0LW1zZnQtcTItZWFybmluZ3MtcmVwb3J0LTIwMjQtNTc3NDM2NTjSAQA?hl=en-GB&gl=GB&ceid=GB%3Aen,Microsoft Earnings Jump as AI Demand Boosts Cloud Unit,2024-01-30 08:00:00,wsj
https://news.google.com/articles/CBMilgFodHRwczovL3d3dy53c2ouY29tL3BvZGNhc3RzL3RlY2gtbmV3cy1icmllZmluZy93aGF0cy1zby1zcGVjaWFsLWFib3V0LW1pY3Jvc29mdHMtbmV3LWFpLWZvY3VzZWQtcGNzLWNlby1leHBsYWlucy8xM2JhOGVmNy05Mzg4LTQyMTQtYWMyZS01NDg0MGYyZDJhNmPSAQA?hl=en-GB&gl=GB&ceid=GB%3Aen,What’s So Special About Microsoft’s New AI-Focused PCs? CEO Explains. - Tech News Briefing,2024-05-21 07:00:00,wsj
