Date,Time,Open,High,Low,Close,Volume
2023-06-23,13:07:00,122.5,122.59,122.5,122.59,32269.0
2023-06-23,13:08:00,122.58,122.64,122.57,122.5992,23258.0
2023-06-23,13:09:00,122.5921,122.65,122.59,122.62,16162.0
2023-06-23,13:10:00,122.625,122.675,122.625,122.6501,13379.0
2023-06-23,13:11:00,122.65,122.685,122.61,122.65,26034.0
2023-06-23,13:12:00,122.65,122.71,122.645,122.69,17875.0
2023-06-23,13:13:00,122.6992,122.76,122.68,122.73,24510.0
2023-06-23,13:14:00,122.7355,122.745,122.695,122.72,224198.0
2023-06-23,13:15:00,122.71,122.71,122.66,122.675,27412.0
2023-06-23,13:16:00,122.68,122.695,122.635,122.6597,19917.0
2023-06-23,13:17:00,122.65,122.69,122.625,122.69,34286.0
2023-06-23,13:18:00,122.68,122.77,122.68,122.755,85990.0
2023-06-23,13:19:00,122.7501,122.755,122.68,122.69,18225.0
2023-06-23,13:20:00,122.69,122.742,122.68,122.742,27978.0
2023-06-23,13:21:00,122.745,122.7879,122.735,122.775,29337.0
2023-06-23,13:22:00,122.78,122.78,122.65,122.66,26236.0
2023-06-23,13:23:00,122.67,122.75,122.67,122.7285,62597.0
2023-06-23,13:24:00,122.73,122.74,122.68,122.6867,27836.0
2023-06-23,13:25:00,122.68,122.69,122.642,122.645,23873.0
2023-06-23,13:26:00,122.65,122.68,122.58,122.59,35031.0
2023-06-23,13:27:00,122.58,122.59,122.51,122.515,224099.0
2023-06-23,13:28:00,122.518,122.518,122.4,122.41,24508.0
2023-06-23,13:29:00,122.415,122.5,122.4,122.49,39657.0
2023-06-23,13:30:00,122.49,122.65,122.49,122.65,48006.0
2023-06-23,13:31:00,122.655,122.69,122.6,122.6715,22235.0
2023-06-23,13:32:00,122.67,122.7,122.64,122.665,52768.0
2023-06-23,13:33:00,122.67,122.695,122.6101,122.67,21874.0
2023-06-23,13:34:00,122.67,122.7,122.66,122.675,10084.0
